id_strati_homogene,id_anneau,gamma_h[kN/m3],E_M[MPa],alpha[],c'[kPa],phi'[°],K0[]
2466,2466,21.258,71.27,0.485,24.738,33.018,0.49
2467,2467,21.263,71.272,0.485,24.732,33.013,0.49
2468,2468,21.268,71.269,0.485,24.724,33.007,0.49
2469,2469,21.272,71.259,0.485,24.713,33.001,0.49
2470,2470,21.277,71.242,0.485,24.701,32.994,0.49
2471,2471,21.281,71.219,0.485,24.686,32.986,0.49
2472,2472,21.285,71.189,0.485,24.669,32.979,0.49
2473,2473,21.288,71.152,0.485,24.649,32.97,0.49
2474,2474,21.292,71.108,0.485,24.628,32.962,0.491
2475,2475,21.296,71.058,0.485,24.604,32.953,0.491
2476,2476,21.299,71.001,0.485,24.578,32.943,0.491
2477,2477,21.302,70.936,0.484,24.55,32.933,0.491
2478,2478,21.305,70.865,0.484,24.52,32.923,0.491
2479,2479,21.307,70.786,0.484,24.487,32.912,0.491
2480,2480,21.31,70.7,0.484,24.452,32.9,0.491
2481,2481,21.312,70.607,0.484,24.414,32.888,0.491
2482,2482,21.314,70.506,0.484,24.374,32.876,0.491
2483,2483,21.316,70.398,0.484,24.332,32.863,0.491
2484,2484,21.318,70.283,0.484,24.288,32.85,0.492
2485,2485,21.32,70.16,0.484,24.241,32.836,0.492
2486,2486,21.321,70.029,0.483,24.191,32.822,0.492
2487,2487,21.322,69.891,0.483,24.139,32.807,0.492
2488,2488,21.323,69.745,0.483,24.085,32.792,0.492
2489,2489,21.324,69.592,0.483,24.029,32.777,0.492
2490,2490,21.324,69.43,0.483,23.97,32.761,0.493
2491,2491,21.325,69.261,0.483,23.908,32.744,0.493
2492,2492,21.325,69.084,0.483,23.844,32.727,0.493
2493,2493,21.325,68.899,0.482,23.778,32.71,0.493
2494,2494,21.325,68.705,0.482,23.709,32.692,0.493
2495,2495,21.324,68.504,0.482,23.638,32.674,0.494
2496,2496,21.323,68.295,0.482,23.564,32.655,0.494
2497,2497,21.323,68.077,0.482,23.487,32.636,0.494
2498,2498,21.321,67.852,0.481,23.408,32.616,0.494
2499,2499,21.32,67.618,0.481,23.327,32.596,0.495
2500,2500,21.319,67.376,0.481,23.243,32.575,0.495
2501,2501,21.317,67.125,0.481,23.157,32.554,0.495
2502,2502,21.315,66.866,0.481,23.068,32.533,0.496
2503,2503,21.313,66.599,0.48,22.976,32.511,0.496
2504,2504,21.311,66.323,0.48,22.882,32.489,0.496
2505,2505,21.308,66.039,0.48,22.785,32.466,0.497
2506,2506,21.305,65.746,0.48,22.686,32.442,0.497
2507,2507,21.302,65.444,0.479,22.584,32.419,0.497
2508,2508,21.299,65.134,0.479,22.48,32.394,0.498
2509,2509,21.296,64.816,0.479,22.373,32.37,0.498
2510,2510,21.292,64.488,0.479,22.264,32.345,0.498
2511,2511,21.288,64.152,0.478,22.152,32.319,0.499
2512,2512,21.284,63.807,0.478,22.037,32.293,0.499
2513,2513,21.28,63.453,0.478,21.92,32.266,0.499
2514,2514,21.275,63.091,0.477,21.8,32.239,0.5
2515,2515,21.271,62.72,0.477,21.678,32.212,0.5
2516,2516,21.266,62.339,0.477,21.553,32.184,0.501
2517,2517,21.261,61.95,0.476,21.426,32.156,0.501
2518,2518,21.255,61.552,0.476,21.296,32.127,0.501
2519,2519,21.25,61.145,0.476,21.163,32.098,0.502
2520,2520,21.244,60.729,0.475,21.028,32.068,0.502
2521,2521,21.238,60.305,0.475,20.89,32.038,0.503
2522,2522,21.232,59.871,0.475,20.75,32.007,0.503
2523,2523,21.226,59.428,0.474,20.607,31.976,0.504
2524,2524,21.219,58.976,0.474,20.461,31.944,0.504
2525,2525,21.213,58.515,0.474,20.313,31.912,0.505
2526,2526,21.206,58.045,0.473,20.163,31.88,0.505
2527,2527,21.198,57.567,0.473,20.01,31.847,0.506
2528,2528,21.191,57.079,0.472,19.854,31.813,0.506
2529,2529,21.184,56.582,0.472,19.696,31.78,0.507
2530,2530,21.176,56.076,0.472,19.535,31.745,0.507
2531,2531,21.168,55.561,0.471,19.372,31.711,0.508
2532,2532,21.16,55.037,0.471,19.206,31.675,0.508
2533,2533,21.151,54.504,0.47,19.038,31.64,0.509
2534,2534,21.143,53.962,0.47,18.867,31.604,0.51
2535,2535,21.134,53.412,0.469,18.694,31.567,0.51
2536,2536,21.125,52.852,0.469,18.518,31.53,0.511
2537,2537,21.116,52.283,0.468,18.34,31.492,0.511
2538,2538,21.107,51.706,0.468,18.16,31.454,0.512
2539,2539,21.097,51.12,0.467,17.976,31.416,0.512
2540,2540,21.088,50.525,0.467,17.791,31.377,0.513
2541,2541,21.078,49.921,0.466,17.603,31.338,0.514
2542,2542,21.068,49.308,0.466,17.413,31.298,0.514
2543,2543,21.058,48.687,0.465,17.22,31.258,0.515
2544,2544,21.048,48.057,0.465,17.025,31.218,0.516
2545,2545,21.037,47.419,0.464,16.828,31.177,0.516
2546,2546,21.026,46.772,0.464,16.628,31.135,0.517
2547,2547,21.016,46.116,0.463,16.426,31.093,0.517
2548,2548,21.005,45.453,0.463,16.222,31.051,0.518
2549,2549,20.993,44.781,0.462,16.016,31.008,0.519
2550,2550,20.982,44.1,0.462,15.807,30.965,0.52
2551,2551,20.971,43.412,0.461,15.596,30.921,0.52
2552,2552,20.959,42.715,0.46,15.383,30.877,0.521
2553,2553,20.947,42.011,0.46,15.168,30.833,0.522
2554,2554,20.935,41.299,0.459,14.951,30.788,0.522
2555,2555,20.923,40.579,0.459,14.731,30.743,0.523
2556,2556,20.911,39.851,0.458,14.51,30.697,0.524
2557,2557,20.899,39.115,0.457,14.287,30.651,0.524
2558,2558,20.886,38.373,0.457,14.061,30.605,0.525
2559,2559,20.874,37.622,0.456,13.834,30.558,0.526
2560,2560,20.861,36.865,0.456,13.604,30.511,0.527
2561,2561,20.848,36.1,0.455,13.373,30.463,0.527
2562,2562,20.835,35.329,0.454,13.14,30.415,0.528
2563,2563,20.822,34.551,0.454,12.905,30.367,0.529
2564,2564,20.809,33.766,0.453,12.668,30.318,0.53
2565,2565,20.795,32.974,0.452,12.43,30.269,0.53
2566,2566,20.788,32.663,0.452,12.308,30.262,0.531
2567,2567,20.784,32.596,0.451,12.246,30.277,0.53
2568,2568,20.78,32.529,0.45,12.183,30.291,0.53
2569,2569,20.775,32.461,0.45,12.119,30.306,0.53
2570,2570,20.771,32.392,0.449,12.056,30.321,0.53
2571,2571,20.767,32.323,0.448,11.992,30.336,0.53
2572,2572,20.763,32.254,0.448,11.928,30.351,0.53
2573,2573,20.758,32.184,0.447,11.863,30.367,0.53
2574,2574,20.754,32.113,0.446,11.798,30.382,0.529
2575,2575,20.749,32.041,0.446,11.733,30.398,0.529
2576,2576,20.745,31.97,0.445,11.668,30.414,0.529
2577,2577,20.741,31.897,0.444,11.602,30.43,0.529
2578,2578,20.736,31.825,0.444,11.537,30.446,0.529
2579,2579,20.732,31.751,0.443,11.471,30.462,0.529
2580,2580,20.727,31.678,0.442,11.404,30.478,0.529
2581,2581,20.723,31.604,0.441,11.338,30.494,0.528
2582,2582,20.718,31.529,0.441,11.272,30.511,0.528
2583,2583,20.714,31.454,0.44,11.205,30.527,0.528
2584,2584,20.709,31.379,0.439,11.138,30.544,0.528
2585,2585,20.705,31.304,0.439,11.071,30.56,0.528
2586,2586,20.701,31.228,0.438,11.004,30.577,0.527
2587,2587,20.696,31.152,0.437,10.937,30.594,0.527
2588,2588,20.692,31.075,0.436,10.87,30.611,0.527
2589,2589,20.687,30.999,0.436,10.803,30.628,0.527
2590,2590,20.683,30.922,0.435,10.736,30.645,0.527
2591,2591,20.678,30.845,0.434,10.669,30.662,0.527
2592,2592,20.674,30.768,0.434,10.602,30.679,0.526
2593,2593,20.67,30.691,0.433,10.535,30.696,0.526
2594,2594,20.665,30.613,0.432,10.468,30.713,0.526
2595,2595,20.661,30.536,0.431,10.402,30.73,0.526
2596,2596,20.657,30.459,0.431,10.335,30.747,0.526
2597,2597,20.653,30.381,0.43,10.268,30.764,0.525
2598,2598,20.648,30.304,0.429,10.202,30.781,0.525
2599,2599,20.644,30.226,0.428,10.136,30.798,0.525
2600,2600,20.64,30.149,0.428,10.07,30.815,0.525
2601,2601,20.636,30.072,0.427,10.004,30.832,0.525
2602,2602,20.632,29.995,0.426,9.939,30.849,0.524
2603,2603,20.628,29.918,0.426,9.874,30.866,0.524
2604,2604,20.624,29.841,0.425,9.809,30.883,0.524
2605,2605,20.62,29.765,0.424,9.744,30.9,0.524
2606,2606,20.616,29.689,0.423,9.68,30.916,0.524
2607,2607,20.612,29.613,0.423,9.616,30.933,0.523
2608,2608,20.609,29.537,0.422,9.553,30.95,0.523
2609,2609,20.605,29.462,0.421,9.49,30.966,0.523
2610,2610,20.601,29.387,0.421,9.427,30.983,0.523
2611,2611,20.598,29.313,0.42,9.365,30.999,0.523
2612,2612,20.594,29.239,0.419,9.303,31.015,0.522
2613,2613,20.591,29.165,0.419,9.242,31.031,0.522
2614,2614,20.587,29.093,0.418,9.182,31.047,0.522
2615,2615,20.584,29.02,0.417,9.122,31.063,0.522
2616,2616,20.581,28.948,0.417,9.063,31.079,0.522
2617,2617,20.577,28.877,0.416,9.004,31.094,0.521
2618,2618,20.574,28.807,0.415,8.946,31.11,0.521
2619,2619,20.571,28.737,0.415,8.888,31.125,0.521
2620,2620,20.568,28.668,0.414,8.832,31.14,0.521
2621,2621,20.565,28.599,0.413,8.776,31.155,0.521
2622,2622,20.562,28.532,0.413,8.72,31.17,0.52
2623,2623,20.56,28.465,0.412,8.666,31.185,0.52
2624,2624,20.557,28.399,0.412,8.612,31.199,0.52
2625,2625,20.554,28.334,0.411,8.559,31.213,0.52
2626,2626,20.552,28.269,0.41,8.507,31.227,0.52
2627,2627,20.549,28.206,0.41,8.456,31.241,0.52
2628,2628,20.547,28.144,0.409,8.406,31.254,0.519
2629,2629,20.545,28.083,0.409,8.357,31.268,0.519
2630,2630,20.542,28.022,0.408,8.308,31.281,0.519
2631,2631,20.54,27.963,0.408,8.261,31.294,0.519
2632,2632,20.538,27.905,0.407,8.214,31.306,0.519
2633,2633,20.536,27.848,0.407,8.169,31.319,0.518
2634,2634,20.535,27.792,0.406,8.124,31.331,0.518
2635,2635,20.533,27.737,0.406,8.081,31.343,0.518
2636,2636,20.531,27.684,0.405,8.038,31.354,0.518
2637,2637,20.53,27.632,0.405,7.997,31.366,0.518
2638,2638,20.528,27.581,0.404,7.957,31.377,0.518
2639,2639,20.527,27.531,0.404,7.918,31.387,0.517
2640,2640,20.526,27.483,0.403,7.88,31.398,0.517
2641,2641,20.525,27.435,0.403,7.843,31.408,0.517
2642,2642,20.523,27.39,0.402,7.808,31.418,0.517
2643,2643,20.523,27.345,0.402,7.773,31.427,0.517
2644,2644,20.522,27.302,0.401,7.74,31.437,0.517
2645,2645,20.521,27.261,0.401,7.708,31.446,0.517
2646,2646,20.52,27.22,0.401,7.677,31.454,0.516
2647,2647,20.52,27.182,0.4,7.648,31.462,0.516
2648,2648,20.519,27.145,0.4,7.62,31.47,0.516
2649,2649,20.519,27.109,0.399,7.593,31.478,0.516
2650,2650,20.519,27.075,0.399,7.567,31.485,0.516
2651,2651,20.519,27.042,0.399,7.543,31.492,0.516
2652,2652,20.519,27.011,0.398,7.52,31.499,0.516
2653,2653,20.519,26.981,0.398,7.498,31.505,0.515
2654,2654,20.519,26.953,0.398,7.478,31.511,0.515
2655,2655,20.519,26.926,0.398,7.459,31.517,0.515
2656,2656,20.519,26.901,0.397,7.442,31.522,0.515
2657,2657,20.52,26.878,0.397,7.425,31.527,0.515
2658,2658,20.52,26.856,0.397,7.41,31.532,0.515
2659,2659,20.521,26.836,0.397,7.397,31.536,0.515
2660,2660,20.522,26.818,0.396,7.385,31.54,0.515
2661,2661,20.523,26.801,0.396,7.374,31.543,0.515
2662,2662,20.524,26.786,0.396,7.365,31.546,0.515
2663,2663,20.525,26.772,0.396,7.357,31.549,0.515
2664,2664,20.526,26.76,0.396,7.35,31.551,0.515
2665,2665,20.527,26.75,0.395,7.345,31.553,0.514
2666,2666,20.529,26.741,0.395,7.341,31.555,0.514
2667,2667,20.53,26.734,0.395,7.338,31.556,0.514
2668,2668,20.532,26.728,0.395,7.337,31.557,0.514
2669,2669,20.533,26.724,0.395,7.338,31.558,0.514
2670,2670,20.535,26.722,0.395,7.339,31.558,0.514
2671,2671,20.537,26.722,0.395,7.342,31.557,0.514
2672,2672,20.539,26.723,0.395,7.347,31.557,0.514
2673,2673,20.541,26.725,0.395,7.352,31.556,0.514
2674,2674,20.543,26.729,0.395,7.359,31.555,0.514
2675,2675,20.545,26.735,0.395,7.368,31.553,0.514
2676,2676,20.548,26.743,0.394,7.377,31.551,0.514
2677,2677,20.55,26.752,0.394,7.388,31.549,0.514
2678,2678,20.553,26.762,0.394,7.401,31.546,0.514
2679,2679,20.555,26.774,0.395,7.414,31.543,0.514
2680,2680,20.558,26.788,0.395,7.429,31.539,0.514
2681,2681,20.56,26.803,0.395,7.445,31.535,0.514
2682,2682,20.563,26.819,0.395,7.463,31.531,0.514
2683,2683,20.566,26.837,0.395,7.481,31.527,0.514
2684,2684,20.569,26.857,0.395,7.501,31.522,0.514
2685,2685,20.572,26.878,0.395,7.522,31.517,0.514
2686,2686,20.575,26.9,0.395,7.544,31.511,0.514
2687,2687,20.578,26.924,0.395,7.567,31.505,0.514
2688,2688,20.581,26.949,0.395,7.592,31.499,0.514
2689,2689,20.585,26.975,0.395,7.617,31.493,0.514
2690,2690,20.588,27.003,0.395,7.644,31.486,0.514
2691,2691,20.591,27.032,0.396,7.671,31.479,0.514
2692,2692,20.595,27.063,0.396,7.7,31.471,0.514
2693,2693,20.598,27.094,0.396,7.73,31.463,0.515
2694,2694,20.602,27.127,0.396,7.76,31.455,0.515
2695,2695,20.606,27.161,0.396,7.792,31.447,0.515
2696,2696,20.609,27.196,0.397,7.824,31.438,0.515
2697,2697,20.613,27.233,0.397,7.858,31.429,0.515
2698,2698,20.617,27.27,0.397,7.892,31.42,0.515
2699,2699,20.621,27.309,0.397,7.928,31.411,0.515
2700,2700,20.624,27.349,0.398,7.964,31.401,0.515
2701,2701,20.628,27.389,0.398,8.001,31.391,0.515
2702,2702,20.632,27.431,0.398,8.038,31.38,0.515
2703,2703,20.636,27.474,0.398,8.077,31.37,0.515
2704,2704,20.64,27.517,0.399,8.116,31.359,0.516
2705,2705,20.644,27.562,0.399,8.156,31.348,0.516
2706,2706,20.648,27.607,0.399,8.196,31.337,0.516
2707,2707,20.652,27.654,0.4,8.237,31.325,0.516
2708,2708,20.656,27.701,0.4,8.279,31.313,0.516
2709,2709,20.66,27.749,0.4,8.321,31.301,0.516
2710,2710,20.664,27.798,0.4,8.364,31.289,0.516
2711,2711,20.668,27.847,0.401,8.407,31.277,0.516
2712,2712,20.673,27.897,0.401,8.451,31.264,0.517
2713,2713,20.677,27.948,0.402,8.495,31.252,0.517
2714,2714,20.681,27.999,0.402,8.54,31.239,0.517
2715,2715,20.685,28.051,0.402,8.585,31.225,0.517
2716,2716,20.689,28.104,0.403,8.631,31.212,0.517
2717,2717,20.693,28.157,0.403,8.676,31.199,0.517
2718,2718,20.697,28.21,0.403,8.723,31.185,0.517
2719,2719,20.701,28.265,0.404,8.769,31.171,0.518
2720,2720,20.705,28.319,0.404,8.815,31.157,0.518
2721,2721,20.709,28.374,0.405,8.862,31.143,0.518
2722,2722,20.713,28.429,0.405,8.909,31.129,0.518
2723,2723,20.718,28.485,0.405,8.956,31.115,0.518
2724,2724,20.722,28.541,0.406,9.004,31.101,0.518
2725,2725,20.725,28.597,0.406,9.051,31.086,0.519
2726,2726,20.729,28.653,0.407,9.098,31.072,0.519
2727,2727,20.733,28.71,0.407,9.146,31.057,0.519
2728,2728,20.737,28.767,0.407,9.193,31.042,0.519
2729,2729,20.741,28.824,0.408,9.24,31.027,0.519
2730,2730,20.745,28.881,0.408,9.288,31.012,0.52
2731,2731,20.749,28.938,0.409,9.335,30.997,0.52
2732,2732,20.752,28.995,0.409,9.382,30.982,0.52
2733,2733,20.756,29.053,0.41,9.429,30.967,0.52
2734,2734,20.76,29.11,0.41,9.476,30.952,0.52
2735,2735,20.763,29.168,0.41,9.522,30.937,0.521
2736,2736,20.767,29.225,0.411,9.569,30.922,0.521
2737,2737,20.77,29.282,0.411,9.615,30.907,0.521
2738,2738,20.774,29.339,0.412,9.661,30.892,0.521
2739,2739,20.777,29.396,0.412,9.706,30.876,0.521
2740,2740,20.78,29.453,0.413,9.751,30.861,0.522
2741,2741,20.783,29.51,0.413,9.796,30.846,0.522
2742,2742,20.787,29.566,0.414,9.841,30.831,0.522
2743,2743,20.79,29.622,0.414,9.885,30.816,0.522
2744,2744,20.793,29.678,0.414,9.929,30.801,0.523
2745,2745,20.796,29.734,0.415,9.972,30.786,0.523
2746,2746,20.799,29.789,0.415,10.015,30.771,0.523
2747,2747,20.801,29.844,0.416,10.057,30.756,0.523
2748,2748,20.804,29.899,0.416,10.099,30.741,0.523
2749,2749,20.807,29.954,0.417,10.14,30.726,0.524
2750,2750,20.809,30.008,0.417,10.181,30.712,0.524
2751,2751,20.812,30.061,0.417,10.221,30.697,0.524
2752,2752,20.814,30.114,0.418,10.261,30.682,0.524
2753,2753,20.816,30.167,0.418,10.3,30.668,0.525
2754,2754,20.818,30.219,0.419,10.339,30.654,0.525
2755,2755,20.821,30.271,0.419,10.377,30.639,0.525
2756,2756,20.823,30.322,0.42,10.414,30.625,0.525
2757,2757,20.824,30.373,0.42,10.45,30.611,0.525
2758,2758,20.826,30.423,0.42,10.486,30.597,0.526
2759,2759,20.828,30.473,0.421,10.521,30.584,0.526
2760,2760,20.83,30.522,0.421,10.556,30.57,0.526
2761,2761,20.831,30.57,0.422,10.59,30.556,0.526
2762,2762,20.832,30.618,0.422,10.623,30.543,0.527
2763,2763,20.834,30.665,0.422,10.655,30.53,0.527
2764,2764,20.835,30.712,0.423,10.686,30.517,0.527
2765,2765,20.836,30.758,0.423,10.717,30.504,0.527
2766,2766,20.837,30.803,0.424,10.747,30.492,0.528
2767,2767,20.838,30.848,0.424,10.776,30.479,0.528
2768,2768,20.839,30.891,0.424,10.805,30.467,0.528
2769,2769,20.839,30.935,0.425,10.832,30.455,0.528
2770,2770,20.84,30.977,0.425,10.859,30.443,0.529
2771,2771,20.84,31.019,0.425,10.885,30.431,0.529
2772,2772,20.841,31.06,0.426,10.91,30.42,0.529
2773,2773,20.841,31.1,0.426,10.934,30.408,0.529
2774,2774,20.841,31.139,0.426,10.958,30.397,0.53
2775,2775,20.841,31.178,0.427,10.98,30.387,0.53
2776,2776,20.841,31.216,0.427,11.002,30.376,0.53
2777,2777,20.84,31.253,0.427,11.023,30.366,0.53
2778,2778,20.84,31.289,0.428,11.043,30.355,0.53
2779,2779,20.839,31.325,0.428,11.062,30.346,0.531
2780,2780,20.839,31.359,0.428,11.08,30.336,0.531
2781,2781,20.838,31.393,0.429,11.097,30.326,0.531
2782,2782,20.837,31.426,0.429,11.114,30.317,0.531
2783,2783,20.836,31.458,0.429,11.129,30.308,0.532
2784,2784,20.835,31.49,0.43,11.144,30.3,0.532
2785,2785,20.834,31.52,0.43,11.158,30.291,0.532
2786,2786,20.832,31.549,0.43,11.17,30.283,0.532
2787,2787,20.831,31.578,0.43,11.182,30.276,0.533
2788,2788,20.829,31.606,0.431,11.193,30.268,0.533
2789,2789,20.827,31.632,0.431,11.203,30.261,0.533
2790,2790,20.826,31.658,0.431,11.212,30.254,0.533
2791,2791,20.824,31.683,0.431,11.221,30.247,0.533
2792,2792,20.821,31.707,0.431,11.228,30.241,0.534
2793,2793,20.819,31.731,0.432,11.234,30.235,0.534
2794,2794,20.817,31.753,0.432,11.24,30.229,0.534
2795,2795,20.814,31.774,0.432,11.244,30.223,0.534
2796,2796,20.812,31.794,0.432,11.248,30.218,0.535
2797,2797,20.809,31.814,0.432,11.251,30.213,0.535
2798,2798,20.806,31.832,0.433,11.252,30.209,0.535
2799,2799,20.803,31.85,0.433,11.253,30.205,0.535
2800,2800,20.8,31.866,0.433,11.253,30.201,0.536
2801,2801,20.797,31.882,0.433,11.252,30.197,0.536
2802,2802,20.794,31.896,0.433,11.25,30.194,0.536
2803,2803,20.79,31.91,0.433,11.248,30.191,0.536
2804,2804,20.787,31.923,0.433,11.244,30.188,0.536
2805,2805,20.783,31.934,0.433,11.239,30.186,0.537
2806,2806,20.779,31.945,0.434,11.234,30.184,0.537
2807,2807,20.775,31.955,0.434,11.228,30.182,0.537
2808,2808,20.771,31.964,0.434,11.22,30.181,0.537
2809,2809,20.767,31.971,0.434,11.212,30.18,0.537
2810,2810,20.763,31.978,0.434,11.203,30.179,0.538
2811,2811,20.758,31.984,0.434,11.193,30.179,0.538
2812,2812,20.754,31.989,0.434,11.182,30.179,0.538
2813,2813,20.749,31.992,0.434,11.171,30.179,0.538
2814,2814,20.745,31.995,0.434,11.158,30.18,0.538
2815,2815,20.74,31.997,0.434,11.145,30.181,0.539
2816,2816,20.735,31.998,0.434,11.13,30.182,0.539
2817,2817,20.73,31.998,0.434,11.115,30.184,0.539
2818,2818,20.725,31.996,0.434,11.099,30.186,0.539
2819,2819,20.72,31.994,0.434,11.082,30.189,0.539
2820,2820,20.714,31.991,0.434,11.065,30.191,0.54
2821,2821,20.709,31.987,0.434,11.046,30.195,0.54
2822,2822,20.703,31.981,0.434,11.027,30.198,0.54
2823,2823,20.698,31.975,0.434,11.007,30.202,0.54
2824,2824,20.692,31.968,0.434,10.986,30.206,0.54
2825,2825,20.686,31.96,0.434,10.964,30.211,0.54
2826,2826,20.68,31.951,0.434,10.942,30.215,0.541
2827,2827,20.674,31.94,0.433,10.918,30.221,0.541
2828,2828,20.668,31.929,0.433,10.894,30.226,0.541
2829,2829,20.662,31.917,0.433,10.869,30.232,0.541
2830,2830,20.656,31.904,0.433,10.844,30.238,0.541
2831,2831,20.649,31.89,0.433,10.817,30.245,0.541
2832,2832,20.643,31.874,0.433,10.79,30.252,0.541
2833,2833,20.636,31.858,0.433,10.762,30.259,0.542
2834,2834,20.63,31.841,0.432,10.733,30.267,0.542
2835,2835,20.623,31.823,0.432,10.704,30.274,0.542
2836,2836,20.616,31.804,0.432,10.674,30.283,0.542
2837,2837,20.609,31.784,0.432,10.643,30.291,0.542
2838,2838,20.603,31.763,0.432,10.611,30.3,0.542
2839,2839,20.596,31.741,0.432,10.579,30.31,0.542
2840,2840,20.589,31.718,0.431,10.546,30.319,0.543
2841,2841,20.581,31.694,0.431,10.513,30.329,0.543
2842,2842,20.574,31.669,0.431,10.479,30.339,0.543
2843,2843,20.567,31.644,0.431,10.444,30.35,0.543
2844,2844,20.56,31.617,0.43,10.408,30.361,0.543
2845,2845,20.552,31.59,0.43,10.372,30.372,0.543
2846,2846,20.545,31.561,0.43,10.335,30.384,0.543
2847,2847,20.537,31.532,0.43,10.298,30.395,0.543
2848,2848,20.53,31.501,0.429,10.26,30.407,0.544
2849,2849,20.522,31.47,0.429,10.222,30.42,0.544
2850,2850,20.515,31.438,0.429,10.182,30.433,0.544
2851,2851,20.507,31.405,0.428,10.143,30.446,0.544
2852,2852,20.499,31.372,0.428,10.103,30.459,0.544
2853,2853,20.492,31.337,0.428,10.062,30.473,0.544
2854,2854,20.484,31.302,0.427,10.021,30.487,0.544
2855,2855,20.476,31.266,0.427,9.979,30.501,0.544
2856,2856,20.468,31.228,0.427,9.937,30.515,0.544
2857,2857,20.46,31.191,0.426,9.894,30.53,0.544
2858,2858,20.452,31.152,0.426,9.851,30.545,0.544
2859,2859,20.444,31.113,0.426,9.807,30.56,0.544
2860,2860,20.437,31.072,0.425,9.763,30.576,0.545
2861,2861,20.429,31.032,0.425,9.719,30.592,0.545
2862,2862,20.421,30.99,0.424,9.674,30.608,0.545
2863,2863,20.413,30.948,0.424,9.629,30.624,0.545
2864,2864,20.404,30.905,0.424,9.583,30.641,0.545
2865,2865,20.396,30.861,0.423,9.537,30.657,0.545
2866,2866,20.388,30.817,0.423,9.491,30.674,0.545
2867,2867,20.38,30.772,0.422,9.444,30.692,0.545
2868,2868,20.372,30.726,0.422,9.397,30.709,0.545
2869,2869,20.364,30.68,0.422,9.35,30.727,0.545
2870,2870,20.356,30.633,0.421,9.303,30.745,0.545
2871,2871,20.348,30.586,0.421,9.255,30.763,0.545
2872,2872,20.34,30.538,0.42,9.207,30.781,0.545
2873,2873,20.332,30.489,0.42,9.159,30.799,0.545
2874,2874,20.324,30.44,0.419,9.11,30.818,0.545
2875,2875,20.316,30.391,0.419,9.062,30.837,0.545
2876,2876,20.308,30.341,0.419,9.013,30.856,0.545
2877,2877,20.3,30.291,0.418,8.964,30.875,0.545
2878,2878,20.292,30.24,0.418,8.915,30.894,0.545
2879,2879,20.284,30.189,0.417,8.866,30.914,0.545
2880,2880,20.276,30.137,0.417,8.817,30.933,0.545
2881,2881,20.268,30.086,0.416,8.768,30.953,0.545
2882,2882,20.261,30.033,0.416,8.719,30.973,0.545
2883,2883,20.253,29.981,0.415,8.67,30.993,0.545
2884,2884,20.245,29.928,0.415,8.62,31.013,0.545
2885,2885,20.237,29.875,0.414,8.571,31.033,0.545
2886,2886,20.23,29.822,0.414,8.522,31.054,0.545
2887,2887,20.222,29.769,0.413,8.473,31.074,0.545
2888,2888,20.214,29.715,0.413,8.424,31.095,0.545
2889,2889,20.207,29.662,0.412,8.375,31.115,0.545
2890,2890,20.199,29.608,0.412,8.327,31.136,0.545
2891,2891,20.192,29.554,0.411,8.278,31.156,0.545
2892,2892,20.185,29.501,0.411,8.23,31.177,0.545
2893,2893,20.177,29.447,0.41,8.182,31.198,0.545
2894,2894,20.17,29.393,0.41,8.134,31.219,0.545
2895,2895,20.163,29.339,0.409,8.086,31.24,0.545
2896,2896,20.156,29.286,0.409,8.039,31.261,0.545
2897,2897,20.149,29.232,0.408,7.992,31.281,0.545
2898,2898,20.142,29.179,0.408,7.946,31.302,0.545
2899,2899,20.135,29.126,0.408,7.899,31.323,0.545
2900,2900,20.128,29.073,0.407,7.853,31.344,0.545
2901,2901,20.121,29.02,0.407,7.808,31.365,0.545
2902,2902,20.115,28.968,0.406,7.763,31.386,0.545
2903,2903,20.108,28.916,0.406,7.718,31.406,0.545
2904,2904,20.102,28.864,0.405,7.674,31.427,0.545
2905,2905,20.095,28.813,0.405,7.631,31.448,0.545
2906,2906,20.089,28.762,0.404,7.588,31.468,0.545
2907,2907,20.083,28.711,0.404,7.545,31.489,0.545
2908,2908,20.077,28.661,0.403,7.503,31.509,0.545
2909,2909,20.071,28.611,0.403,7.462,31.53,0.545
2910,2910,20.065,28.563,0.402,7.421,31.55,0.545
2911,2911,20.059,28.514,0.402,7.381,31.57,0.545
2912,2912,20.053,28.466,0.402,7.342,31.59,0.545
2913,2913,20.048,28.419,0.401,7.303,31.61,0.545
2914,2914,20.042,28.373,0.401,7.265,31.63,0.545
2915,2915,20.037,28.327,0.4,7.228,31.649,0.545
2916,2916,20.032,28.282,0.4,7.192,31.669,0.545
2917,2917,20.027,28.238,0.399,7.156,31.688,0.545
